String	Entity			
"To airowe java.lang.RuntimeException: Failure delivering result ResultInfo{who=null, request=1, result=-1, data=Intent { act=inline-data (has extras) }} to activity {com.example.lenovo.paintme/com.example.lenovo.paintme.expert}: java.lang.NullPointerException: uri"				
You can't specify Ids of objects you are creating. Those are auto-assigned by Salesforce				
"""org.eclipse.wst.common.component property: context-root"" What am I supposed to look for here? And do I create a new directory under WEB-INF where I put all my .jar files?"				
"see on the property with name is ""context-root"" look on the value.There should be a directory called ""lib"" under WEB-INF."	lib			
"try to print the log trace there, ex : t.printStackTrace(); and the add this in your question"				
Did you add Gson Converter to your client?	Converter			
To RakshitNawani i have used this(Log.getStackTraceString(new Exception())) and updated as u said(do see)	this(Log.getStackTraceString(newException()))			
"If it works for you, can you mark it as correct answer?"				
"Thanks for the help, you saved my butt. One last quick question, how do I find the name of an element in an HTML page (I'm not particularly fluent in HTML and I only kind of know what that means)"	HTML			
"You have two options, either select by tag name like: <div> div is the name or get it by unique value like(name, id, class) ex: <div id=""id"" name=""name"" class=""class""> all of this using Css-like selectors ex: 	 Elements newsHeadlines = doc.select(""div[name=myname]"");"	Css-like			
"oh wait one more thing, which document import should I be using, because I'm using the Jsoup one and it's throwing a fit (Unhandeled IOException error, which I have no clue what means)"				
"See this ,answer, for details."	details			
does the URL work from a browser for you?	URL			
"To BrianPipa Yes, It does."				
To BrianPipa Any idea why it is not working from Eclipse?	Eclipse			
Thanks. I will take a look on the link.	link			
I can connect to the api link but can't connect to www.data.goteborg.se   Maybe I need permisssion in order to be able to connect to the api? I am using my work connection.	permisssion			
Why not define the payload as just array of resources (objects)? And in case of single object just pass array of single resource.				
"This can be one strategy to deal with, however, I do not want to remove a known behavior of the verb, avoiding unexpected responses of error from the API. The idea is to increment, expand the verb's ability to create a flexible / dynamic API."	verb			
