string1   	string2	Entity	Performance	Usability	Security	polarity
"If you don't want the dialog, you need not call the PDFPrinter.showPrintDialog() method. Instead, call the PdfPrinter.print(String pageRange, int numOfCopies) method. It is mentioned in the article in the last line.   "	But i still need a solution for MS office files!	PdfPrinter.print(StringpageRangeintnumOfCopies)method.It	0	1	0	0
"I'm not clear what you are asking for - Jersey will run in many application containers (Tomcat, Jetty, Glassfish) and those in turn can be run on many different http servers.   "	"Ok, in that case I will point you to this SO topic discussing ,running JAX-RS with an embedded server,.  "	Jersey	0	1	0	0
"I'm not clear what you are asking for - Jersey will run in many application containers (Tomcat, Jetty, Glassfish) and those in turn can be run on many different http servers.   "	"Ok, in that case I will point you to this SO topic discussing ,running JAX-RS with an embedded server,.  "	runningJAX-RS	0	1	0	0
NULL	"How does ,NodeProxy, delegate to ,NodeImpl,? ,NodeProxy, does not use ,NodeImpl, in any way. It's the other way around - ,NodeImpl, uses ,NodeProxy,.  "	NodeProxy	0	0	0	0
NULL	"How does ,NodeProxy, delegate to ,NodeImpl,? ,NodeProxy, does not use ,NodeImpl, in any way. It's the other way around - ,NodeImpl, uses ,NodeProxy,.  "	NodeImpl	0	0	0	0
looked even for that. most of the links google provides directs to yahoo finance   	"Please tell me what does ""from"" and ""to"" mean in this URL which you have given....  "	from	0	0	0	0
looked even for that. most of the links google provides directs to yahoo finance   	"Please tell me what does ""from"" and ""to"" mean in this URL which you have given....  "	to	0	0	0	0
NULL	"Also, you need to ignore the ,It is recommended to enable callback locking to ensure apps cannot overwrite the callback url, advice and ,NOT, tick the ,Enable Callback Locking, checkbox... :-/  "	Locking	0	0	0	0
NULL	"Also, you need to ignore the ,It is recommended to enable callback locking to ensure apps cannot overwrite the callback url, advice and ,NOT, tick the ,Enable Callback Locking, checkbox... :-/  "	-/	0	0	0	0
"Please, provide structures of both My class and anotherObject.   "	"I edited my answer, hopefully this works. Only unknown is if the ,MysuperClass anotherObject=apiResponse.getBody();, will map correctly into the ,Result, objects of the list inside your ,MysuperClass,. If yes then it should work  "	My	0	1	0	0
"Please, provide structures of both My class and anotherObject.   "	"I edited my answer, hopefully this works. Only unknown is if the ,MysuperClass anotherObject=apiResponse.getBody();, will map correctly into the ,Result, objects of the list inside your ,MysuperClass,. If yes then it should work  "	MysuperClass	0	1	0	0
NULL	I converted the jar files using IKVMC and was able to start using the API as soon as Google Eng granted access.  Now to just wade through the documentation to figure out how to do what I need.	IKVMC	0	0	0	0
NULL	I converted the jar files using IKVMC and was able to start using the API as soon as Google Eng granted access.  Now to just wade through the documentation to figure out how to do what I need.	API	0	1	0	0
"Thanks Staxman, Yes, We are using Jackson JSON provider. I was thinking that there should be a way out with the JAXB annotations.I'll try this out.   "	"No, JSON has explicit null value, so this is not due to JSON. Rather it is due to whatever processes JAXB annotations, and how it chooses to handle null values of Java objects.  "	Jackson	0	1	0	0
"Thanks Staxman, Yes, We are using Jackson JSON provider. I was thinking that there should be a way out with the JAXB annotations.I'll try this out.   "	"No, JSON has explicit null value, so this is not due to JSON. Rather it is due to whatever processes JAXB annotations, and how it chooses to handle null values of Java objects.  "	JSON	0	0	0	0
"If I were you I'd use the 2nd method you describe, but improve the servlet's stability. Do you have any idea why it is crashing? Also, is it a full-blown JVM crash, or is it an exception in the servlet?   "	"It was a servlet exception.  I solved the problem by switching to Jetty, which is stable  "	full-blown	0	1	0	0
"If I were you I'd use the 2nd method you describe, but improve the servlet's stability. Do you have any idea why it is crashing? Also, is it a full-blown JVM crash, or is it an exception in the servlet?   "	"It was a servlet exception.  I solved the problem by switching to Jetty, which is stable  "	Jetty	0	1	0	0
NULL	+1 for using a new type CustomerQuery instead of Customer	CustomerQuery	0	0	0	0
NULL	+1 for using a new type CustomerQuery instead of Customer	Customer	0	0	0	0
+1 for using a new type CustomerQuery instead of Customer   	i vote for CustomerSearch idea that is the most extensible one.	CustomerQuery	0	0	0	0
+1 for using a new type CustomerQuery instead of Customer   	i vote for CustomerSearch idea that is the most extensible one.	CustomerSearch	0	0	0	0
+1 for using a new type CustomerQuery instead of Customer   	"If you developing an API is best to not add functionality you may want to remove later, it is easier to add it than to remove it.  "	CustomerQuery	0	0	0	0
+1 for using a new type CustomerQuery instead of Customer   	"If you developing an API is best to not add functionality you may want to remove later, it is easier to add it than to remove it.  "	Customer	0	0	0	0
