string1   	string2	Entity	Performance	Usability	Security	Others	Sentiment
I am right or wrong. I don't know as per my knowledge we can do one thing just check the data is available in db or not like getFooById(id); if you get the data than you can delete same data otherwise you can throw the exception that data is not there   	That's not suitable. As I wrote in my question, the direct way will be introduce synchronisation on particular entities's ids. This will simply prevent DB from being locked, so it will be no any hassles with timeout exceptions - sequentially executed DELETE methods will quickly return OK, as deleting of an absent entity in my API is legal operation. My question was about: is it possible or not, use existent capabilities of Spring MVC framework to do the same trick on more higher level.  	synchronisation	0	1	0	1	o
I think the problem is the use of GetKeyboardState: from MSDN, sounds like it's essentially equivalent to calling GetKeyState, whereas you want the equivalent for GetAsyncKeyState, since another thread has current input focus. Perhaps try populating keystate manually with GetAsyncKeyState, or using AttachInput?   	"No. this code works ,perfectly,, try it out if you want. It detects all the physical keys. My only problem is that I don't know what <SHIFT+COMBINATION> will give me because it's keyboard specific. For instance, on a UK keyboard <SHIFT+2> will give me [""] and on a US keyboard <SHIFT+2> will give me To . The only problem is: When I detect SHIFT+2, what character will I translate it to? I need to find a way to do that.  "	GetKeyState	0	1	0	0	o
I think you can use Processing as a Java library, from a Java program.   	To JoseGonzalez ,Here, is the Processing tutorial on integrating Processing as a Java library. Once you have that working, you can treat your PApplet as any other Swing component.  	Processing	0	0	0	0	o
Yes but we have multiple polylines. We tried a for loop, calling the remove option on all of them, again in vain, it's still redrawing on the map.NULLNULLNULLNULLNULLNULLNULLNULLNULLNULLNULLNULLNULL  for(int ccc=0;ccc<polylines.size();ccc++) {NULLNULLNULLNULLNULLNULLNULLNULLNULLNULL Polyline theta=polylines.get(ccc);NULLNULLNULLNULLNULLNULLNULLNULLNULLNULL theta.remove();NULLNULLNULLNULLNULLNULLNULLNULLNULL }NULLNULLNULLNULLNULLNULLNULLNULLNULL polylines.clear();   	which code  i should consider post in question or posted in comment?	theta=polylines.get(ccc)NULLNULLNULLNULLNULLNULLNULLNULLNULLNULL	0	1	0	0	o
Did you set permissions for READ and WRITE External Storage?   	Thank you for your answer and trying helping me But still not working after add the new code  this error  Attempt to invoke virtual method 'java.lang.String java.lang.Object.toString()' on a null object reference                                                                     java.lang.NullPointerException: Attempt to invoke virtual method 'java.lang.String java.lang.Object.toString()' on a null object reference                                                                         at com.leenah.app.ProcessEmail.doInBackground(ProcessEmail.java:43)	READ	0	0	0	0	o
	Does this answer your question? ,Why Does OAuth v2 Have Both Access and Refresh Tokens?  	Refresh	0	0	0	1	o
Caused by: org.eclipse.jgit.errors.TransportException: Nothing to push., Maybe you need a git.add and a git.commit first?   	what to write in tempDir sir ?	git.commit	0	0	0	1	o
What exception? Can we see a stacktrace?   	You should have a look at the logs of the side where the API runs and show us the code of that side too.	API	0	0	0	1	o
1, is valid JSON. It is just a number.   	What's about String? If I tell spring to produce JSON it returns the following in the body: can't parse JSON.  Raw result:  Test	JSON	0	0	0	1	o
Thanks for the reply. And this restful API would be in Java? Do you have a suggestion as to where I could look to begin learning to do this in accordance with a best practice?   	I can recommend httparty (,github.com/jnunemaker/httparty,) for consuming the REST api on the Ruby side.  The implementation of the RESTful api much depends on what framework are you using on the Java side, if any. Can you expand on this, to get more meaningful answers?  	RESTful	0	0	0	1	o
Thanks I'll try it and let u know   	Thanks it worked. BTW just asking. Is there an error in the async task. Because the response I get is null. Any idea. Thanks again	idea	0	0	0	1	o
You should post the full error logcat in stead of just 2 lines of it   	Can you try to rename you models? ,Object, is an already defined name in java so it can cause wrong import.  	logcat	0	0	0	1	o
	Just as a general comment, please read: Joshua Bloch's ,google.nl/search?q=How+to+Design+a+Good+API+and+Why+it+Matters  	Joshua	0	0	0	1	o
	you could let the cursor class wrap your nodes with a proxy, that would expose the same interface as the nodes to the visitor. Then no visitor can modify a node directly. The transaction logic can be put in the proxies or the proxies delegate back to the cursor for that.  	cursor	0	0	0	1	o
What is the reason the API jar must be obfuscated?   	I believe the consensus was that your cannot avoid piracy with obfuscation in Java. You can use the license and calling back to a mothership to do stuff instead.	API	0	0	0	0	o
Post the API and Plugin pom please. I use spigot and multi-module maven aggregation/inheritance so i'm fairly certain I can help.   	Does this answer your question? ,How can I create an executable JAR with dependencies using Maven?  	API	0	1	0	0	o
java's built in JSON libraries are the quickets way to do so, but in my experience GSON is the best library for parsing a JSON into a POJO painlessly.   	json-simple and oracle's jsonp perform terribly: ,github.com/fabienrenaud/java-json-benchmark, For performance, choose jackson or dsljson.  	GSON	0	1	0	0	p
	First, however you are creating your ,Toast, is not generating JSON. Second, your property name needs to be ,words,, not ,id,.  	id	0	0	0	1	o
may be developers of Collections liked it that way. :)   	possible duplicate of ,Why doesn't ArrayList have getSize() instead of size()?  	way	0	0	0	0	o
I'll assume that you're asking about whether you should write Java code directly or access HBase via REST. The answer depends on the needs of your application.   	i found it. Thanks for your help.	REST	0	1	0	0	o
Yes it's basically that, a cleanest way to do this is to use Library like RXJava and RetroFit, but at the end it's the same thing. You wait for the first call to be done, then you do another call. Here's a good way to do it with RXJava ,medium.com/To DoorDash ,. I now you are new at Android and RXJava may be hard to understand but it's worth the try.   	Second vote for Retrofit.  It's not clear what you're using now since you didn't show the downloadContent method, but I'm guessing HttpUrlConnection.  Retrofit has asynchronous stuff built in so you don't have to deal with AsyncTasks.  	RXJava	0	1	0	0	o
[Look Edit] So i moved all to doInBackground but now im getting error that wrapp = null   	Thank you for your time and help.	doInBackground	0	0	0	1	o
