ManualLabel	Text	codes
o	"""StringBuffer is the exact same thing as of StringBuilder except that all his method are synchronized."""	"[""'Others'""]"
o	"""The only use of that class is if you need to share the buffer with multiple thread (which rarely happends)."""	"[""'Usability'""]"
o	"""Read/convert an InputStream to a String."""	"[""'Others'""]"
o	"""If you have CODETERM1 object, how should you process that object and produce a CODETERM2 ?"""	"[""'Others'""]"
o	""" Suppose I have an CODETERM3 that contains text data, and I want to convert this to a CODETERM4 (for example, so I can write the contents of the stream to a log file)."""	"[""'Others'""]"
o	"""What is the easiest way to take the CODETERM5 and convert it to a CODETERM6 ?"""	"[""'Usability'""]"
o	"""CODESNIPPET_JAVA1 ."""	"[""'Others'""]"
n	"""Boy, I'm absolutely in love with Java, but this question comes up so often you'd think they'd just figure out that the chaining of streams is somewhat difficult and either make helpers to create various combinations or rethink the whole thing."""	"[""'Usability'""]"
o	"""You are right."""	"[""'Others'""]"
o	"""I tend to use a set of helper classes that do it once for me, so I don't need keep referring to Google or even StackOverflow for the answer."""	"[""'Usability'""]"
o	"""In this case, I was away from my utility code and couldn't remember exactly how to do it."""	"[""'Usability'""]"
o	"""What better way to open my account on the site."""	"[""'Others'""]"
n	"""Yeah, it really shouldn't require so much boilerplate to do something as simple as read strings from a stream."""	"[""'Usability'""]"
n	"""It's not that difficult, just annoying."""	"[""'Usability'""]"
o	"""@Adam: It really depends on what kind of Stream you're working with."""	"[""'Usability'""]"
p	"""For instance, System.console().readLine() (new in Java 6) is pretty easy."""	"[""'Usability'""]"
p	"""Same with BufferedReader's readLine()."""	"[""'Others'""]"
n	"""The only hard part is when you don't know how many characters you need to read."""	"[""'Usability'""]"
n	"""The answers to this question only work if you want to read the stream's contents _fully_ (until it is closed)."""	"[""'Usability'""]"
o	"""Since that is not always intended (http requests with a keep-alive connection won't be closed), these method calls block (not giving you the contents)."""	"[""'Others'""]"
o	"""You to know and specify the character encoding for the stream, or you have character encoding Otherss, since you will be using a randomly chosen encoding depending on which machine/operating system/platform or version thereof your code is run on."""	"[""'Others'""]"
o	"""That is, do use methods that depend on the platform default encoding."""	"[""'Usability'""]"
n	"""I don't really know Java, but ""InputStream "" seems wrong."""	"[""'Others'""]"
o	"""@Hello71: It is ok in Java, since the instanceof operator is spelled differently."""	"[""'Others'""]"
o	"""@Ronald: Erm... never mind that."""	"[""'Others'""]"
o	"""I must have been partially asleep while writing that."""	"[""'Others'""]"
o	"""Here's a way using only standard Java library (note that the stream is not closed, YMMV)."""	"[""'Usability'""]"
o	"""CODESNIPPET_JAVA1 ."""	"[""'Others'""]"
o	"""I learned this trick from URL_http://weblogs.java.net/blog/pat/archive/2004/10/stupid_scanner_1.html [""Stupid-Scanner-tricks""] article."""	"[""'Others'""]"
o	"""The reason it works is because URL_http://download.oracle.com/javase/6/docs/api/java/util/Scanner.html [Scanner] iterates over tokens in the stream, and in this case we separate tokens using ""beginning of the input boundary"" (\A) thus giving us only one token for the entire contents of the stream."""	"[""'Usability'""]"
o	""" if you need to be specific about the input stream's encoding, you can provide the second argument to CODETERM1 constructor that indicates what charset to use (e.g."""	"[""'Usability'""]"
o	"""""UTF-8"")."""	"[""'Others'""]"
o	""" Hat tip goes also to URL_http://stackoverflow.com/users/68127/jacob-gabrielson [Jacob,] who once pointed me to the said article."""	"[""'Others'""]"
n	""" Thanks to a suggestion from URL_http://stackoverflow.com/users/101272/patrick [Patrick] , made the function more robust when handling an empty input stream."""	"[""'Performance'""]"
o	""" more edit:** nixed try/catch, Patrick's way is more laconic."""	"[""'Usability'""]"
o	"""Thanks, for my version of this I added a finally block that closes the input stream, so the user doesn't have to since you've finished reading the input."""	"[""'Usability'""]"
p	"""Simplifies the caller code considerably."""	"[""'Usability'""]"
o	"""I think this should be public String convertStreamToString ."""	"[""'Others'""]"
o	"""@PavelRepin @Patrick in my case, an empty inputStream caused a NPE during Scanner construction."""	"[""'Others'""]"
n	"""I had to add if (is null) return """"; right at the beginning of the method; I believe this answer needs to be updated to better handle null inputStreams."""	"[""'Others'""]"
n	"""The problem with this approach I find is it does not handle CR/LF translations too well."""	"[""'Others'""]"
o	"""So you have to make sure your line endings are consistent."""	"[""'Others'""]"
p	"""@ArchimedesTrajano does IOUtils.copy(inputStream, writer, encoding) deal with CR/LF translations better?"""	"[""'Usability'""]"
o	"""I think CR/LF consistency is entirely unrelated issue."""	"[""'Usability'""]"
n	"""Not saying it isn't an issue."""	"[""'Usability'""]"
o	"""For Java 7 you can close in a try-with: try(java.util.Scanner s new java.util.Scanner(is)) { return s.useDelimiter(""\\\A"").hasNext() ?"""	"[""'Others'""]"
o	"""s.next() : """"; }."""	"[""'Others'""]"
n	"""Unfortunately this solution seems to go and lose the exceptions thrown in my underlying stream implementation."""	"[""'Others'""]"
p	"""excellent trick!"""	"[""'Others'""]"
n	"""any ideas about performance of Scanner vs reading the stream in a more verbose way?"""	"[""'Performance'""]"
o	"""@Igal I didn't measure it."""	"[""'Others'""]"
o	"""If you do, gist it and I'll append your results to the answer."""	"[""'Others'""]"
p	"""A nice way to do this is using URL_http://commons.apache.org/ [Apache-commons] URL_http://commons.apache.org/proper/commons- io/apidocs/org/apache/commons/io/IOUtils.html [IOUtils] to copy the CODETERM1 into a CODETERM2 ... something like CODESNIPPET_JAVA1 ."""	"[""'Usability'""]"
o	"""Alternatively, you could use CODETERM3 if you don't want to mix your Streams and Writers ."""	"[""'Usability'""]"
o	"""I hope IOUtils takes an optional Charset (or at least the name of the encodding to use)."""	"[""'Usability'""]"
o	"""Best not to leave this kind of thing to chance :)."""	"[""'Others'""]"
o	"""Haha - of course it does!"""	"[""'Others'""]"
o	"""URL_http://commons.apache.org/io/apidocs/org/apache/comm ons/io/IOUtils.html#copy(java.io.InputStream,%20java.io.Writer,%20java.lang.St ring)."""	"[""'Others'""]"
o	"""Why copy the inputstream to a writer?"""	"[""'Others'""]"
o	"""Why not just use a reader?"""	"[""'Usability'""]"
o	"""Or read all bytes and use new String(bytes, charset)?"""	"[""'Usability'""]"
o	"""You really, should be using IOUtils.copy(inputStream, writer, encoding); unless you really, know what you're doing, which people never do with character encoding related programming."""	"[""'Usability'""]"
o	"""Or in this case, IOUtils.toString(inputStream, encoding)."""	"[""'Others'""]"
o	"""Methods that use the platform default encoding are almost never correct to use, like every other method that gives different results depending on which machine/operating system/platform or version thereof it is run on."""	"[""'Usability'""]"
p	"""I think the below answer (IOUtils.toString()) is simpler since there is no need for a StringWriter."""	"[""'Usability'""]"
n	"""A quick but not clean solution."""	"[""'Usability'""]"
n	"""I would rather prefer a solution without adding additional libraries as mentioned in the post below: URL_http://stackoverflow.com/a/6938341/411951 ."""	"[""'Usability'""]"
n	"""Only works for closes streams, I believe."""	"[""'Usability'""]"
o	"""Apache Commons allows: CODESNIPPET_JAVA1 ."""	"[""'Usability'""]"
o	"""Of course, you could choose other character encodings besides UTF-8."""	"[""'Usability'""]"
o	"""Also see: ( URL_http://commons.apache.org/proper/commons-io/javadocs/api-2.4/o rg/apache/commons/io/IOUtils.html#toString%28java.io.InputStream,%20java.lang."""	"[""'Others'""]"
o	"""String [Docs] ) ."""	"[""'Others'""]"
o	"""IOUtils.toString is deprecated."""	"[""'Usability'""]"
o	"""No it isn't."""	"[""'Usability'""]"
o	"""Only the version that takes a byte[] parameter is."""	"[""'Others'""]"
o	"""Also, there is a method that only take a inputStream argument, if you are find with the default encoding."""	"[""'Others'""]"
o	"""@Guillaume Cot I guess the message here is that you never should be ""fine with the default encoding"", since you cannot be sure of what it is, depending on the platform the java code is run on."""	"[""'Others'""]"
n	"""@Per Wiklander I disagree with you."""	"[""'Others'""]"
o	"""Code that is going to work on a single could be quite sure that default encoding will be fine."""	"[""'Usability'""]"
o	"""For code that only open local file, it is a reasonable option to ask them to be encoded in the platform default encoding."""	"[""'Usability'""]"
n	"""This function is corrupting my input stream."""	"[""'Others'""]"
o	"""To save anyone the hassle of Googling - org.apache.commons commons-io 1.3.2 ."""	"[""'Others'""]"
o	"""I don't know that I'd say the default encoding is NEVER fine."""	"[""'Usability'""]"
o	"""On the other hand, I disagree with Guillaume also."""	"[""'Others'""]"
o	"""In fact, it's not a matter of fine or not; it's a matter of which is CORRECT."""	"[""'Others'""]"
o	"""In the situation where you want to take something that you know is encoded in the default encoding for the platform, then the default version is correct."""	"[""'Others'""]"
o	"""However, I believe this is a very rare use case."""	"[""'Usability'""]"
p	"""The more normal case is that you need to specify what the encoding is, so specifying the encoding is correct."""	"[""'Usability'""]"
